195,1,0,0,6,0,0,0
1,189,0,1,5,2,0,2
0,0,193,0,1,0,5,0
3,0,0,149,10,1,0,10
31,1,6,1,178,0,1,7
0,1,0,3,0,200,0,6
0,0,50,0,11,0,132,8
0,0,0,7,11,4,4,164
